"","GeoUID_DA","GeoUID_CT","NID","N_name","CLASSIF9"
"1791","35202461","5350324.02","048","Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"1792","35202462","5350324.02","048","Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"1793","35202466","5350324.03","048","Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"1794","35202467","5350324.03","048","Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"1795","35202468","5350324.03","048","Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"1796","35202469","5350324.05","048","Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"1797","35202472","5350324.05","048","Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"1798","35202475","5350324.06","048","Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"1799","35202476","5350324.06","048","Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"1800","35202477","5350324.06","048","Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"1801","35202478","5350324.06","048","Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"1802","35202479","5350324.05","048","Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"1803","35202480","5350324.05","048","Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"1804","35202481","5350324.05","048","Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"1805","35202482","5350324.02","048","Hillcrest Village","Not an NIA or Emerging Neighbourhood"
"1806","35202483","5350323.02","049","Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"1807","35202484","5350323.02","049","Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"1808","35202485","5350323.02","049","Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"1809","35202486","5350323.02","049","Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"1810","35202487","5350323.02","049","Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"1811","35202491","5350323.02","049","Bayview Woods-Steeles","Not an NIA or Emerging Neighbourhood"
"1812","35202492","5350321.01","050","Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"1813","35202493","5350321.01","050","Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"1814","35202494","5350321.01","050","Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"1815","35202495","5350321.01","050","Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"1816","35202496","5350321.01","050","Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"1817","35202497","5350321.01","050","Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"1818","35202498","5350321.01","050","Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"1819","35202499","5350321.01","050","Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"1820","35202500","5350321.02","050","Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"1821","35202501","5350321.02","050","Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"1822","35202502","5350321.02","050","Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"1823","35202503","5350321.02","050","Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"1824","35202504","5350321.02","050","Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"1825","35202507","5350322.02","050","Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"1826","35202508","5350321.02","050","Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"1827","35202509","5350321.02","050","Newtonbrook East","Not an NIA or Emerging Neighbourhood"
"1828","35202510","5350319.00","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1829","35202511","5350319.00","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1830","35202512","5350319.00","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1831","35202513","5350319.00","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1832","35202514","5350319.00","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1833","35202515","5350320.02","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1834","35202516","5350320.02","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1835","35202517","5350320.02","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1836","35202522","5350320.02","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1837","35202523","5350320.02","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1838","35202534","5350317.03","035","Westminster-Branson","Emerging Neighbourhood"
"1839","35202535","5350317.03","035","Westminster-Branson","Emerging Neighbourhood"
"1840","35202547","5350318.01","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1841","35202548","5350318.01","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1842","35202549","5350308.02","037","Willowdale West","Not an NIA or Emerging Neighbourhood"
"1843","35202550","5350318.01","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1844","35202551","5350308.02","037","Willowdale West","Not an NIA or Emerging Neighbourhood"
"1845","35202553","5350309.00","035","Westminster-Branson","Emerging Neighbourhood"
"1846","35202554","5350309.00","035","Westminster-Branson","Emerging Neighbourhood"
"1847","35202555","5350309.00","035","Westminster-Branson","Emerging Neighbourhood"
"1848","35202560","5350317.05","035","Westminster-Branson","Emerging Neighbourhood"
"1849","35202564","5350310.01","034","Bathurst Manor","Not an NIA or Emerging Neighbourhood"
"1850","35202565","5350310.01","034","Bathurst Manor","Not an NIA or Emerging Neighbourhood"
"1851","35202566","5350310.01","034","Bathurst Manor","Not an NIA or Emerging Neighbourhood"
"1852","35202567","5350310.01","034","Bathurst Manor","Not an NIA or Emerging Neighbourhood"
"1853","35202568","5350297.01","034","Bathurst Manor","Not an NIA or Emerging Neighbourhood"
"1854","35202569","5350297.01","034","Bathurst Manor","Not an NIA or Emerging Neighbourhood"
"1855","35202570","5350310.01","034","Bathurst Manor","Not an NIA or Emerging Neighbourhood"
"1856","35202571","5350309.00","035","Westminster-Branson","Emerging Neighbourhood"
"1857","35202572","5350308.02","037","Willowdale West","Not an NIA or Emerging Neighbourhood"
"1858","35202573","5350308.02","037","Willowdale West","Not an NIA or Emerging Neighbourhood"
"1859","35202574","5350308.02","037","Willowdale West","Not an NIA or Emerging Neighbourhood"
"1860","35202575","5350308.02","037","Willowdale West","Not an NIA or Emerging Neighbourhood"
"1861","35202576","5350308.02","037","Willowdale West","Not an NIA or Emerging Neighbourhood"
"1862","35202577","5350308.02","037","Willowdale West","Not an NIA or Emerging Neighbourhood"
"1863","35202583","5350318.01","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1864","35202584","5350318.01","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1865","35202586","5350319.00","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1866","35202587","5350319.00","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1867","35202588","5350320.01","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1868","35202589","5350320.01","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1869","35202590","5350318.01","036","Newtonbrook West","Not an NIA or Emerging Neighbourhood"
"1870","35202591","5350317.03","035","Westminster-Branson","Emerging Neighbourhood"
"1871","35202592","5350317.03","035","Westminster-Branson","Emerging Neighbourhood"
"1872","35202593","5350317.03","035","Westminster-Branson","Emerging Neighbourhood"
"1873","35202594","5350317.03","035","Westminster-Branson","Emerging Neighbourhood"
"1874","35202597","5350299.01","038","Lansing-Westgate","Not an NIA or Emerging Neighbourhood"
"1875","35202598","5350299.01","038","Lansing-Westgate","Not an NIA or Emerging Neighbourhood"
"1876","35202599","5350299.01","038","Lansing-Westgate","Not an NIA or Emerging Neighbourhood"
"1877","35202600","5350299.01","038","Lansing-Westgate","Not an NIA or Emerging Neighbourhood"
"1878","35202605","5350276.01","039","Bedford Park-Nortown","Not an NIA or Emerging Neighbourhood"
"1879","35202606","5350276.01","039","Bedford Park-Nortown","Not an NIA or Emerging Neighbourhood"
"1880","35202608","5350266.00","041","Bridle Path-Sunnybrook-York Mills","Not an NIA or Emerging Neighbourhood"
"1881","35202611","5350266.00","041","Bridle Path-Sunnybrook-York Mills","Not an NIA or Emerging Neighbourhood"
"1882","35202612","5350266.00","041","Bridle Path-Sunnybrook-York Mills","Not an NIA or Emerging Neighbourhood"
"1883","35202613","5350274.01","040","St.Andrew-Windfields","Not an NIA or Emerging Neighbourhood"
"1884","35202614","5350274.01","040","St.Andrew-Windfields","Not an NIA or Emerging Neighbourhood"
"1885","35202615","5350274.01","040","St.Andrew-Windfields","Not an NIA or Emerging Neighbourhood"
"1886","35202616","5350274.02","040","St.Andrew-Windfields","Not an NIA or Emerging Neighbourhood"
"1887","35202617","5350274.02","040","St.Andrew-Windfields","Not an NIA or Emerging Neighbourhood"
"1888","35202618","5350274.02","040","St.Andrew-Windfields","Not an NIA or Emerging Neighbourhood"
"1889","35202619","5350274.02","040","St.Andrew-Windfields","Not an NIA or Emerging Neighbourhood"
"1890","35202620","5350274.02","040","St.Andrew-Windfields","Not an NIA or Emerging Neighbourhood"
"1891","35202621","5350274.02","040","St.Andrew-Windfields","Not an NIA or Emerging Neighbourhood"
"1892","35202622","5350274.01","040","St.Andrew-Windfields","Not an NIA or Emerging Neighbourhood"
"1893","35202623","5350274.01","040","St.Andrew-Windfields","Not an NIA or Emerging Neighbourhood"
"1894","35202627","5350300.03","153","Avondale","Not an NIA or Emerging Neighbourhood"
"1895","35202628","5350306.02","152","East Willowdale","Not an NIA or Emerging Neighbourhood"
"1896","35202629","5350264.00","041","Bridle Path-Sunnybrook-York Mills","Not an NIA or Emerging Neighbourhood"
"1897","35202630","5350264.00","041","Bridle Path-Sunnybrook-York Mills","Not an NIA or Emerging Neighbourhood"
"1898","35202636","5350196.01","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1899","35202637","5350195.01","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1900","35202638","5350195.01","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1901","35202639","5350195.01","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1902","35202640","5350195.01","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1903","35202641","5350195.01","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1904","35202642","5350195.02","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1905","35202643","5350196.02","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1906","35202644","5350196.02","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1907","35202645","5350196.02","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1908","35202646","5350196.02","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1909","35202647","5350127.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"1910","35202648","5350127.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"1911","35202649","5350127.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"1912","35202650","5350127.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"1913","35202653","5350137.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"1914","35202654","5350137.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"1915","35202655","5350136.02","173","North Toronto","Not an NIA or Emerging Neighbourhood"
"1916","35202656","5350136.02","173","North Toronto","Not an NIA or Emerging Neighbourhood"
"1917","35202657","5350136.02","173","North Toronto","Not an NIA or Emerging Neighbourhood"
"1918","35202666","5350136.02","173","North Toronto","Not an NIA or Emerging Neighbourhood"
"1919","35202669","5350128.02","174","South Eglinton-Davisville","Not an NIA or Emerging Neighbourhood"
"1920","35202670","5350128.02","174","South Eglinton-Davisville","Not an NIA or Emerging Neighbourhood"
"1921","35202671","5350128.02","174","South Eglinton-Davisville","Not an NIA or Emerging Neighbourhood"
"1922","35202672","5350128.02","174","South Eglinton-Davisville","Not an NIA or Emerging Neighbourhood"
"1923","35202673","5350128.02","174","South Eglinton-Davisville","Not an NIA or Emerging Neighbourhood"
"1924","35202674","5350128.02","174","South Eglinton-Davisville","Not an NIA or Emerging Neighbourhood"
"1925","35202675","5350127.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"1926","35202676","5350127.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"1927","35202677","5350127.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"1928","35202678","5350127.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"1929","35202679","5350126.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"1930","35202680","5350126.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"1931","35202681","5350127.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"1932","35202682","5350126.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"1933","35202683","5350196.02","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1934","35202684","5350196.02","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1935","35202685","5350196.02","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1936","35202686","5350196.02","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1937","35202687","5350196.02","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1938","35202688","5350195.02","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1939","35202689","5350195.02","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1940","35202690","5350196.02","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1941","35202691","5350195.02","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1942","35202694","5350195.01","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1943","35202695","5350195.01","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1944","35202699","5350264.00","041","Bridle Path-Sunnybrook-York Mills","Not an NIA or Emerging Neighbourhood"
"1945","35202700","5350263.02","042","Banbury-Don Mills","Not an NIA or Emerging Neighbourhood"
"1946","35202701","5350263.02","042","Banbury-Don Mills","Not an NIA or Emerging Neighbourhood"
"1947","35202702","5350263.02","042","Banbury-Don Mills","Not an NIA or Emerging Neighbourhood"
"1948","35202703","5350268.00","042","Banbury-Don Mills","Not an NIA or Emerging Neighbourhood"
"1949","35202704","5350268.00","042","Banbury-Don Mills","Not an NIA or Emerging Neighbourhood"
"1950","35202705","5350268.00","042","Banbury-Don Mills","Not an NIA or Emerging Neighbourhood"
"1951","35202706","5350268.00","042","Banbury-Don Mills","Not an NIA or Emerging Neighbourhood"
"1952","35202707","5350268.00","042","Banbury-Don Mills","Not an NIA or Emerging Neighbourhood"
"1953","35202712","5350263.03","042","Banbury-Don Mills","Not an NIA or Emerging Neighbourhood"
"1954","35202722","5350261.00","043","Victoria Village","Neighbourhood Improvement Area"
"1955","35202727","5350260.05","044","Flemingdon Park","Neighbourhood Improvement Area"
"1956","35202733","5350260.04","044","Flemingdon Park","Neighbourhood Improvement Area"
"1957","35202735","5350260.05","044","Flemingdon Park","Neighbourhood Improvement Area"
"1958","35202736","5350260.04","044","Flemingdon Park","Neighbourhood Improvement Area"
"1959","35202739","5350268.00","042","Banbury-Don Mills","Not an NIA or Emerging Neighbourhood"
"1960","35202741","5350270.02","149","Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood"
"1961","35202742","5350271.01","149","Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood"
"1962","35202743","5350270.02","149","Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood"
"1963","35202744","5350270.02","149","Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood"
"1964","35202745","5350271.01","149","Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood"
"1965","35202746","5350271.01","149","Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood"
"1966","35202747","5350271.01","149","Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood"
"1967","35202748","5350271.02","149","Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood"
"1968","35202749","5350271.02","149","Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood"
"1969","35202750","5350271.02","149","Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood"
"1970","35202751","5350271.02","149","Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood"
"1971","35202752","5350271.02","149","Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood"
"1972","35202753","5350270.02","149","Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood"
"1973","35202756","5350269.02","149","Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood"
"1974","35202757","5350269.02","149","Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood"
"1975","35202758","5350269.02","149","Parkwoods-O'Connor Hills","Not an NIA or Emerging Neighbourhood"
"1976","35202760","5350268.00","042","Banbury-Don Mills","Not an NIA or Emerging Neighbourhood"
"1977","35202761","5350267.00","042","Banbury-Don Mills","Not an NIA or Emerging Neighbourhood"
"1978","35202762","5350267.00","042","Banbury-Don Mills","Not an NIA or Emerging Neighbourhood"
"1979","35202763","5350267.00","042","Banbury-Don Mills","Not an NIA or Emerging Neighbourhood"
"1980","35202764","5350267.00","042","Banbury-Don Mills","Not an NIA or Emerging Neighbourhood"
"1981","35202765","5350267.00","042","Banbury-Don Mills","Not an NIA or Emerging Neighbourhood"
"1982","35202767","5350267.00","042","Banbury-Don Mills","Not an NIA or Emerging Neighbourhood"
"1983","35202768","5350186.00","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1984","35202769","5350196.02","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1985","35202770","5350126.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"1986","35202771","5350186.00","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"1987","35202772","5350125.00","098","Rosedale-Moore Park","Not an NIA or Emerging Neighbourhood"
"1988","35202773","5350125.00","098","Rosedale-Moore Park","Not an NIA or Emerging Neighbourhood"
"1989","35202774","5350125.00","098","Rosedale-Moore Park","Not an NIA or Emerging Neighbourhood"
"1990","35202775","5350125.00","098","Rosedale-Moore Park","Not an NIA or Emerging Neighbourhood"
"1991","35202776","5350125.00","098","Rosedale-Moore Park","Not an NIA or Emerging Neighbourhood"
"1992","35202777","5350125.00","098","Rosedale-Moore Park","Not an NIA or Emerging Neighbourhood"
"1993","35202778","5350125.00","098","Rosedale-Moore Park","Not an NIA or Emerging Neighbourhood"
"1994","35202779","5350125.00","098","Rosedale-Moore Park","Not an NIA or Emerging Neighbourhood"
"1995","35202787","5350120.00","097","Yonge-St.Clair","Not an NIA or Emerging Neighbourhood"
"1996","35202788","5350121.00","097","Yonge-St.Clair","Not an NIA or Emerging Neighbourhood"
"1997","35202789","5350121.00","097","Yonge-St.Clair","Not an NIA or Emerging Neighbourhood"
"1998","35202790","5350121.00","097","Yonge-St.Clair","Not an NIA or Emerging Neighbourhood"
"1999","35202791","5350122.00","097","Yonge-St.Clair","Not an NIA or Emerging Neighbourhood"
"2000","35202792","5350122.00","097","Yonge-St.Clair","Not an NIA or Emerging Neighbourhood"
"2001","35202797","5350122.00","097","Yonge-St.Clair","Not an NIA or Emerging Neighbourhood"
"2002","35202798","5350122.00","097","Yonge-St.Clair","Not an NIA or Emerging Neighbourhood"
"2003","35202799","5350122.00","097","Yonge-St.Clair","Not an NIA or Emerging Neighbourhood"
"2004","35202800","5350122.00","097","Yonge-St.Clair","Not an NIA or Emerging Neighbourhood"
"2005","35202801","5350119.00","096","Casa Loma","Not an NIA or Emerging Neighbourhood"
"2006","35202802","5350119.00","096","Casa Loma","Not an NIA or Emerging Neighbourhood"
"2007","35202803","5350119.00","096","Casa Loma","Not an NIA or Emerging Neighbourhood"
"2008","35202804","5350119.00","096","Casa Loma","Not an NIA or Emerging Neighbourhood"
"2009","35202805","5350119.00","096","Casa Loma","Not an NIA or Emerging Neighbourhood"
"2010","35202806","5350117.00","096","Casa Loma","Not an NIA or Emerging Neighbourhood"
"2011","35202807","5350117.00","096","Casa Loma","Not an NIA or Emerging Neighbourhood"
"2012","35202808","5350117.00","096","Casa Loma","Not an NIA or Emerging Neighbourhood"
"2013","35202809","5350118.00","096","Casa Loma","Not an NIA or Emerging Neighbourhood"
"2014","35202810","5350118.00","096","Casa Loma","Not an NIA or Emerging Neighbourhood"
"2015","35202811","5350120.00","097","Yonge-St.Clair","Not an NIA or Emerging Neighbourhood"
"2016","35202812","5350090.00","095","Annex","Not an NIA or Emerging Neighbourhood"
"2017","35202813","5350090.00","095","Annex","Not an NIA or Emerging Neighbourhood"
"2018","35202814","5350090.00","095","Annex","Not an NIA or Emerging Neighbourhood"
"2019","35202817","5350090.00","095","Annex","Not an NIA or Emerging Neighbourhood"
"2020","35202818","5350089.00","095","Annex","Not an NIA or Emerging Neighbourhood"
"2021","35202819","5350088.00","098","Rosedale-Moore Park","Not an NIA or Emerging Neighbourhood"
"2022","35202820","5350089.00","095","Annex","Not an NIA or Emerging Neighbourhood"
"2023","35202821","5350088.00","098","Rosedale-Moore Park","Not an NIA or Emerging Neighbourhood"
"2024","35202823","5350088.00","098","Rosedale-Moore Park","Not an NIA or Emerging Neighbourhood"
"2025","35202840","5350032.00","073","Moss Park","Not an NIA or Emerging Neighbourhood"
"2026","35202842","5350032.00","073","Moss Park","Not an NIA or Emerging Neighbourhood"
"2027","35202843","5350032.00","073","Moss Park","Not an NIA or Emerging Neighbourhood"
"2028","35202845","5350032.00","073","Moss Park","Not an NIA or Emerging Neighbourhood"
"2029","35202846","5350032.00","073","Moss Park","Not an NIA or Emerging Neighbourhood"
"2030","35202847","5350032.00","073","Moss Park","Not an NIA or Emerging Neighbourhood"
"2031","35202848","5350032.00","073","Moss Park","Not an NIA or Emerging Neighbourhood"
"2032","35202849","5350032.00","073","Moss Park","Not an NIA or Emerging Neighbourhood"
"2033","35202850","5350032.00","073","Moss Park","Not an NIA or Emerging Neighbourhood"
"2034","35202878","5350087.00","098","Rosedale-Moore Park","Not an NIA or Emerging Neighbourhood"
"2035","35202879","5350087.00","098","Rosedale-Moore Park","Not an NIA or Emerging Neighbourhood"
"2036","35202880","5350119.00","096","Casa Loma","Not an NIA or Emerging Neighbourhood"
"2037","35202881","5350119.00","096","Casa Loma","Not an NIA or Emerging Neighbourhood"
"2038","35202882","5350130.00","101","Forest Hill South","Not an NIA or Emerging Neighbourhood"
"2039","35202883","5350131.00","101","Forest Hill South","Not an NIA or Emerging Neighbourhood"
"2040","35202884","5350131.00","101","Forest Hill South","Not an NIA or Emerging Neighbourhood"
"2041","35202886","5350131.00","101","Forest Hill South","Not an NIA or Emerging Neighbourhood"
"2042","35202887","5350131.00","101","Forest Hill South","Not an NIA or Emerging Neighbourhood"
"2043","35202888","5350131.00","101","Forest Hill South","Not an NIA or Emerging Neighbourhood"
"2044","35202889","5350166.00","106","Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"2045","35202890","5350166.00","106","Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"2046","35202891","5350166.00","106","Humewood-Cedarvale","Not an NIA or Emerging Neighbourhood"
"2047","35202892","5350131.00","101","Forest Hill South","Not an NIA or Emerging Neighbourhood"
"2048","35202893","5350131.00","101","Forest Hill South","Not an NIA or Emerging Neighbourhood"
"2049","35202894","5350133.00","102","Forest Hill North","Not an NIA or Emerging Neighbourhood"
"2050","35202895","5350130.00","101","Forest Hill South","Not an NIA or Emerging Neighbourhood"
"2051","35202896","5350131.00","101","Forest Hill South","Not an NIA or Emerging Neighbourhood"
"2052","35202897","5350130.00","101","Forest Hill South","Not an NIA or Emerging Neighbourhood"
"2053","35202898","5350130.00","101","Forest Hill South","Not an NIA or Emerging Neighbourhood"
"2054","35202899","5350130.00","101","Forest Hill South","Not an NIA or Emerging Neighbourhood"
"2055","35202900","5350129.00","100","Yonge-Eglinton","Not an NIA or Emerging Neighbourhood"
"2056","35202901","5350130.00","101","Forest Hill South","Not an NIA or Emerging Neighbourhood"
"2057","35202902","5350129.00","100","Yonge-Eglinton","Not an NIA or Emerging Neighbourhood"
"2058","35202903","5350129.00","100","Yonge-Eglinton","Not an NIA or Emerging Neighbourhood"
"2059","35202904","5350129.00","100","Yonge-Eglinton","Not an NIA or Emerging Neighbourhood"
"2060","35202905","5350129.00","100","Yonge-Eglinton","Not an NIA or Emerging Neighbourhood"
"2061","35202906","5350129.00","100","Yonge-Eglinton","Not an NIA or Emerging Neighbourhood"
"2062","35202907","5350129.00","100","Yonge-Eglinton","Not an NIA or Emerging Neighbourhood"
"2063","35202910","5350128.02","174","South Eglinton-Davisville","Not an NIA or Emerging Neighbourhood"
"2064","35202911","5350128.02","174","South Eglinton-Davisville","Not an NIA or Emerging Neighbourhood"
"2065","35202912","5350128.02","174","South Eglinton-Davisville","Not an NIA or Emerging Neighbourhood"
"2066","35202918","5350126.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"2067","35202919","5350126.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"2068","35202920","5350126.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"2069","35202928","5350129.00","100","Yonge-Eglinton","Not an NIA or Emerging Neighbourhood"
"2070","35202930","5350122.00","097","Yonge-St.Clair","Not an NIA or Emerging Neighbourhood"
"2071","35202931","5350122.00","097","Yonge-St.Clair","Not an NIA or Emerging Neighbourhood"
"2072","35202932","5350129.00","100","Yonge-Eglinton","Not an NIA or Emerging Neighbourhood"
"2073","35202933","5350130.00","101","Forest Hill South","Not an NIA or Emerging Neighbourhood"
"2074","35202935","5350134.00","103","Lawrence Park South","Not an NIA or Emerging Neighbourhood"
"2075","35202936","5350134.00","103","Lawrence Park South","Not an NIA or Emerging Neighbourhood"
"2076","35202937","5350134.00","103","Lawrence Park South","Not an NIA or Emerging Neighbourhood"
"2077","35202938","5350134.00","103","Lawrence Park South","Not an NIA or Emerging Neighbourhood"
"2078","35202939","5350133.00","102","Forest Hill North","Not an NIA or Emerging Neighbourhood"
"2079","35202940","5350133.00","102","Forest Hill North","Not an NIA or Emerging Neighbourhood"
"2080","35202941","5350133.00","102","Forest Hill North","Not an NIA or Emerging Neighbourhood"
"2081","35202942","5350134.00","103","Lawrence Park South","Not an NIA or Emerging Neighbourhood"
"2082","35202943","5350137.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"2083","35202944","5350137.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"2084","35202945","5350137.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"2085","35202946","5350137.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"2086","35202947","5350137.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"2087","35202948","5350265.00","041","Bridle Path-Sunnybrook-York Mills","Not an NIA or Emerging Neighbourhood"
"2088","35202949","5350137.00","099","Mount Pleasant East","Not an NIA or Emerging Neighbourhood"
"2089","35202950","5350196.01","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"2090","35202951","5350196.01","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"2091","35202952","5350196.01","056","Leaside-Bennington","Not an NIA or Emerging Neighbourhood"
"2092","35202953","5350288.00","033","Clanton Park","Not an NIA or Emerging Neighbourhood"
"2093","35202954","5350288.00","033","Clanton Park","Not an NIA or Emerging Neighbourhood"
"2094","35202955","5350288.00","033","Clanton Park","Not an NIA or Emerging Neighbourhood"
"2095","35202965","5350242.00","008","Humber Heights-Westmount","Emerging Neighbourhood"
