Fri Feb 28 2025 12:11:06 GMT-0500 (Eastern Standard Time) - Run Time: 3217ms

Cross Tabulation Query Form - Trip - 2022

Row: 2006 GTA zone of origin - gta06_orig
Column: 2006 GTA zone of destination - gta06_dest


Filters:
(Regional municipality of destination - region_dest In 1
and
2022 Trip purpose of destination - purp_dest2022 In 46
and
Primary travel mode of trip - mode_prime In W, )

Trip 2022
ROW : gta06_orig
COLUMN : gta06_dest
  gta06_orig  gta06_dest      total
         483         466         18
         483         481         73
         483         483         18
         484         481         15
         484         482        141
         484         484         12
         485         485         11
         485         503          4
         485         504         12
         487         487        124
         490         490        201
         490         498         16
         491         490         27
         491         491        163
         494         497         24
         496         511        112
         497         494          4
         497         497         12
         497         511          8
         497         516          8
         498         511         57
         499         499         59
         499         511          4
         501         502         29
         502         502         17
         504         234         23
         504         244          7
         504         504         21
         505         526         17
         506         504         35
         506         509         35
         507         507          4
         507         509         72
         509         509         42
         510         499          8
         510         510         13
         511         516          8
         512         495          4
         514         492         25
         514         514          6
         515         515         19
         515         554         13
         515         561          9
         516         511          8
         516         512          8
         518         203          9
         520         532         63
         520         545          5
         521         520         41
         521         521         77
         521         522         12
         523         520         22
         524         524         58
         524         531         40
         527         239          5
         527         243          8
         528         247          3
         528         528         10
         529         528         51
         531         531          7
         532         532          9
         534         534         17
         535         525         10
         535         535         10
         535         543          4
         536         528         18
         536         536         43
         537         249          7
         537         537        102
         538         249         22
         538         251         40
         538         258          5
         538         538         25
         539           2         16
         539         249         49
         539         252         10
         539         254         16
         539         507          8
         539         539         26
         540           2          6
         540         252         62
         540         253          8
         540         254         30
         540         539          7
         540         540         46
         540         541          8
         541         540          9
         541         541         69
         542         542         73
         543         532         18
         543         541         19
         543         543         52
         543         546         11
         544         541          6
         544         543         38
         544         544         58
         544         546          6
         545         509          7
         546         546         29
         546         554          8
         547         546          9
         550         546          6
         550         550          5
         553         552         20
         554         546          8
         555         554         19
         557         560         60
         559         555         71
         559         559          5
         559         560         40
         559         571          6
         560         495         38
         560         561        159
         560         566         29
         560         568         60
         563         563         26
         563         564          5
         564         564         65
         564         574         18
         566         564         55
         567         564         20
         568         560         15
         568         569         29
         569         570         19
         570         570        146
         570         571         16
         571         569          8
         571         570         54
         571         571         79
         572         572         22
         575         575         16
         579         581          5
         581         581         28
         585         484         18
         585         585        109
         586         586         46
         586         587        242
         587         595         13
         588         590         23
         589         589         12
         590         588         41
         590         590         14
         590         591         30
         591         591         64
         592         592         23
         592         599        127
         593         586          4
         593         593         30
         593         594          5
         594         594         77
         595         595        103
         596         595         12
         596         596         11
         597         597         45
         600         600        115
         600         608         44
         601         600         23
         601         601         92
         602         597          8
         602         603         13
         603         603          8
         606         601         85
         608         600         15
         608         608         86
         613         613         63
         617         617         16
         619         620         15
         620         576         32
         621         576         43
         621         613         33
        2121         430         42
        2121         432          4
        2139         433         22
        2139         434         16
        2364         468         10
        2366         470         16
        2398         591          9
        2427         608        175
        2454         609          8
        3605         335         26
        3630         371         88
        3643         290         24
        3643         295         10
        3643         297         28
