Fri Feb 28 2025 12:08:58 GMT-0500 (Eastern Standard Time) - Run Time: 3538ms

Cross Tabulation Query Form - Trip - 2022

Row: 2006 GTA zone of origin - gta06_orig
Column: 2006 GTA zone of destination - gta06_dest


Filters:
(Regional municipality of destination - region_dest In 1
and
2022 Trip purpose of destination - purp_dest2022 In 46
and
Primary travel mode of trip - mode_prime In D, M, T, U, )

Trip 2022
ROW : gta06_orig
COLUMN : gta06_dest
  gta06_orig  gta06_dest      total
         278         101          4
         278         169          3
         278         205          4
         278         273          8
         278         421         22
         278         540          3
         279          71          7
         279         103         83
         279         221         19
         279         564         10
         280           8         18
         280           9          4
         280          71          8
         280         220          7
         280         251          8
         280         273         20
         280         281         10
         280         594          8
         281          24          9
         281          59         16
         281         151          9
         281         189         29
         281         218          7
         281         220          4
         281         221         19
         281         227         20
         281         230         18
         281         250         17
         281         251        116
         281         263         14
         281         264         26
         281         421         50
         281         625          9
         282           6         10
         282          15         44
         282          65          9
         282         102         25
         282         191          6
         282         200         32
         282         221         19
         282         225         12
         282         250         15
         282         252         29
         282         254         22
         282         260          9
         282         263          5
         282         275         15
         282         277         12
         282         278         33
         282         281         14
         282         282         67
         282         284         18
         282         408         23
         282         416         10
         282         440          9
         282         529          8
         283         229         24
         284           6          5
         284          19         65
         284          43          8
         284          66         30
         284         200          7
         284         214         30
         284         219         21
         284         221         30
         284         223         25
         284         227         22
         285          53         34
         285          63         26
         285          67         10
         285          72          8
         285          84          8
         285         114         19
         285         120         18
         285         125          8
         285         260          4
         285         285         21
         285         286         59
         285         289         23
         285         293         14
         285         302         25
         285         309         25
         285         316         12
         285         320          4
         286          86          9
         286         142          8
         286         285          7
         286         288         92
         286         300         39
         286         305         15
         286         307         45
         286         314         12
         286         348         10
         286         394         12
         287           4          6
         287          65         30
         287          96         50
         287         109         27
         287         122          4
         287         279         10
         287         286          9
         287         288         51
         287         289          4
         287         290         49
         287         291         16
         287         293          5
         287         300         28
         287         301         25
         287         309          6
         287         314         21
         287         348         15
         287         356          5
         288          89         31
         288         113         21
         288         125         21
         288         287         50
         288         291          8
         288         294          4
         288         295         68
         288         301         31
         288         307         23
         288         313         17
         288         348          6
         289          76        151
         289         120          6
         289         291         12
         289         323         15
         290          98          9
         290         286          8
         290         290          4
         290         293         83
         290         300         53
         290         335         11
         290         350          8
         290         378         26
         291         220          7
         291         278          5
         292          82         18
         292         313         18
         292         318         12
         292         335         12
         293         120         19
         293         293         23
         293         295         24
         294         116          6
         294         290         29
         294         293         12
         294         294         13
         294         295         50
         294         297         13
         294         299         14
         294         309          4
         294         310          8
         294         324          4
         295         113         10
         295         120          7
         295         270          3
         295         290        138
         295         293          5
         295         294         14
         295         297         52
         295         299         12
         295         310          5
         295         329         10
         297         287         36
         297         292         27
         297         294         14
         297         298         27
         297         309         14
         297         321         23
         298         292         16
         298         300          9
         298         319         12
         298         335         23
         298         340         12
         298         373         62
         299           1         17
         299          70         35
         299         253        125
         299         286        112
         299         293         28
         299         298         25
         299         310         24
         299         314         20
         299         326         10
         300         286         33
         300         293         23
         300         297         27
         300         300         18
         300         316         37
         300         335         12
         300         341         23
         301          66         10
         301          85         43
         301         105          7
         301         120         16
         301         121         19
         301         142         19
         301         153         15
         301         270         19
         301         287          3
         301         288         19
         301         289         30
         301         293         15
         301         301          5
         301         305         26
         301         307         30
         301         314         51
         301         318         10
         301         324         17
         301         328         20
         301         348         38
         301         356         16
         301         421         14
         301         453         14
         301         469         24
         302         125         56
         302         242         41
         302         289         56
         302         302          8
         304         314         51
         305          85         15
         305         112          8
         305         113          7
         305         120         13
         305         123          7
         305         130         18
         305         215         51
         305         285          5
         305         286          7
         305         301          7
         305         314         26
         305         315          6
         305         337          5
         305         350         23
         305         354          8
         306          70         18
         306          79         26
         306         119         18
         306         122         31
         306         290         17
         306         292         14
         306         300         21
         306         304          8
         306         307         25
         306         314         53
         306         320         12
         306         324         16
         306         330         10
         306         344         18
         306         365          6
         307          52         33
         307         120         25
         307         278          8
         307         283          6
         307         299         19
         307         300         28
         307         307         21
         307         314         17
         307         320          8
         307         338          5
         307         371         27
         308         299         22
         308         335         66
         309         301          8
         309         302         27
         309         305          5
         309         309         16
         309         314         26
         309         331         25
         309         416         12
         310         290         26
         310         452         69
         312         285          9
         312         300         37
         312         335         63
         312         348         10
         313          66         16
         313          89         38
         313         112         12
         313         254          9
         313         290         21
         313         300          4
         313         306         17
         313         309         17
         313         313         17
         313         314         89
         313         320         13
         313         335         26
         313         343         23
         314         289         17
         314         314         23
         314         318          6
         314         336         50
         314         365         13
         315          62         16
         315          65         51
         315         112         12
         315         113         38
         315         125         13
         315         156         13
         315         288         23
         315         293         17
         315         313         13
         315         314         48
         315         335         13
         315         341          9
         315         350         16
         316          31         11
         316          59         10
         316         112         18
         316         142         12
         316         290         10
         316         313          9
         316         314         14
         316         318         11
         316         356         53
         317         149          6
         317         299         11
         317         314         10
         317         320          6
         318         113          8
         318         125         22
         318         130         20
         318         313         14
         318         316          4
         318         318         73
         318         320          4
         318         350         22
         318         375         14
         319          55          5
         319          70          6
         319         130         11
         319         290         35
         319         293         15
         319         305          7
         319         317         14
         319         318         46
         319         335          5
         319         347          7
         320         112         18
         320         113          9
         320         128         69
         320         142         11
         320         307         10
         320         318          7
         320         335         11
         320         338         15
         320         348         18
         321          65          9
         321         120          5
         321         290         20
         321         298          6
         321         314          7
         321         331          6
         321         356         45
         322         120          7
         322         142          7
         322         309          7
         322         310         21
         322         324          8
         322         336          8
         322         345         31
         323          76         19
         323         290         40
         323         291          9
         323         318         27
         323         324         36
         323         335         61
         323         337         32
         323         348          5
         323         357          9
         323         368         13
         324           9         19
         324          66          9
         324         293          6
         324         296         27
         324         297         12
         324         307         18
         324         335          9
         325          45         18
         325         104          7
         325         106          6
         325         120         18
         325         128         18
         325         290         16
         325         306         11
         325         310         12
         325         323         10
         325         324         24
         325         328          6
         325         335         94
         325         350         11
         325         395         11
         326         313         14
         327         300         92
         328         314         12
         328         329         18
         328         337         24
         329         124         16
         329         125         15
         329         180          9
         329         293         66
         329         300         16
         330         120         60
         330         320         33
         330         329          4
         330         338         10
         330         343         10
         330         348          8
         332         310          4
         332         335         65
         332         409        131
         333         292         16
         333         335         32
         334         112         13
         334         290         19
         334         307         40
         334         310         19
         334         394         11
         335         145         47
         335         310         63
         335         335         12
         335         378          5
         336         125         17
         336         305         23
         336         307         49
         336         310         18
         336         328         42
         336         335        132
         336         336         22
         336         337         10
         336         340         22
         337         329         54
         337         337          9
         337         350          9
         337         360          5
         337         365         16
         338         122         15
         338         128        104
         338         314         73
         338         318         36
         338         320         33
         338         335          6
         338         336          8
         339         290          3
         339         293         24
         339         314         22
         339         335          9
         339         348         29
         339         350          6
         339         365         12
         340         112         14
         340         127          4
         340         293         46
         340         305         16
         340         316          4
         340         345         46
         340         346         48
         341         288         10
         341         289         16
         341         293         19
         341         296         16
         341         300         55
         341         307         16
         341         314         17
         341         318         16
         341         333          6
         341         335          7
         341         336          5
         341         340         16
         342         142         19
         342         289         20
         342         299         21
         342         340         51
         342         356         19
         343         158         27
         343         307         10
         343         309         27
         343         320         11
         343         323         21
         343         335          9
         343         348         27
         343         350         10
         344         112          6
         344         120         29
         344         129          9
         344         187          3
         344         294         68
         344         299         14
         344         314         20
         344         344         47
         344         348          8
         344         402          6
         345          55         12
         345          65          5
         345         236        104
         345         320          4
         345         328         24
         345         337          9
         345         344         46
         345         348         18
         346         130          5
         346         299         13
         346         335         13
         346         348         13
         347         292         13
         347         308         13
         347         316         23
         347         329         25
         347         335         56
         347         337         20
         347         354         25
         347         364         61
         348         293         11
         348         314         38
         348         323         35
         348         336         35
         348         348          9
         348         350         35
         348         353         15
         349          85         18
         349         132         67
         349         299          8
         350         130        128
         350         149          5
         350         307         40
         350         318         11
         350         323          7
         350         355         93
         350         373         34
         350         391         46
         351         290         13
         353         352         13
         354         343          3
         354         417         12
         355         157         26
         355         310          8
         355         313          7
         356         391         31
         357         286          6
         357         310         19
         357         416         32
         358         603         12
         363         122          9
         363         170          7
         363         313          5
         363         365         16
         364          97         12
         364         364          4
         364         365          5
         365         259          7
         365         292          4
         365         339         16
         365         354          4
         365         364         26
         366         287          5
         366         350         17
         366         355         13
         366         360          5
         366         366         13
         366         375          8
         366         525          7
         368         321         18
         368         348          7
         368         360         10
         368         383          7
         369         257         12
         370         355         23
         370         368         37
         371         290         10
         372         376          6
         372         422          9
         373         365          5
         373         373         44
         374         290         11
         374         366          4
         374         373         25
         375          23          4
         375         366         31
         375         373          4
         375         376        133
         376         289         38
         376         373         19
         376         379         27
         382          71         20
         382         120         20
         382         329          6
         382         371         15
         382         375         27
         382         383         49
         387         310         23
         387         394         60
         388         105         46
         389         407          7
         389         430        103
         390         310          7
         390         389          7
         391         400         13
         392         525         10
         393         393         76
         393         431         10
         394         223         23
         394         421         10
         394         424         73
         394         440         13
         394         460          5
         395         400         11
         396         288         48
         396         393         10
         396         400         35
         396         592          9
         399         400         15
         399         412         80
         400         149         62
         400         365         48
         402         180          6
         402         313          4
         402         421         11
         403          94         50
         403         123         11
         403         375         16
         403         389         36
         403         402         82
         404         133         23
         404         158          4
         404         228         23
         404         335          4
         404         365         27
         404         400         23
         404         402          7
         404         447          4
         405         135          4
         405         393          6
         406         393         60
         406         401        105
         406         411        105
         407         180         10
         407         394          5
         409          97          5
         411         393         52
         412         416         23
         412         421         39
         413         360        134
         414          94         31
         414         410         64
         414         416         34
         416         224          4
         416         394          3
         416         413          4
         416         415          3
         416         436          3
         419          89         36
         419         416         66
         420         149          4
         420         394        116
         420         400          4
         421         153         23
         422         355         19
         422         393          9
         422         414          9
         423          76          8
         423         149          9
         423         392         68
         423         394         35
         423         414          9
         423         538         31
         424         228         13
         424         394         15
         424         404         24
         424         421         18
         424         440         12
         425         200          6
         425         394         31
         425         431          6
         425         436         11
         425         440         13
         425         603         13
         426         180         10
         426         181         20
         426         393         25
         426         394         38
         426         436         33
         426         440          4
         426         452         18
         427         110          6
         427         157          5
         427         181          6
         427         193         10
         427         237        143
         427         240          7
         427         393         28
         427         429         20
         427         436        130
         427         440         27
         428         195          5
         428         230          5
         428         360          5
         428         423          5
         428         436         69
         428         453         15
         428         480         30
         429         393         26
         429         429         12
         429         436          5
         430         421         36
         430         427          5
         431          65          5
         431         405         15
         431         421          9
         431         430         12
         431         432         10
         431         438         41
         431         440        158
         431         464         25
         431         469        128
         432         432         10
         432         456         30
         432         529         26
         433         393         29
         433         431          7
         433         436         19
         433         438          8
         433         445          6
         433         458          5
         433         460         72
         433         461         13
         433         464         39
         434         157         43
         434         450          9
         434         482         43
         435         123         13
         435         212         12
         435         214          7
         435         215         23
         435         223         27
         435         407         29
         435         436         32
         435         440          7
         435         609         29
         436         253          5
         436         440         27
         437         234          5
         437         246         26
         437         393         33
         437         433        140
         437         436          5
         437         438         26
         437         463         41
         437         464          5
         438          55          6
         438         194          9
         438         236          8
         438         437         26
         438         440         13
         438         441         12
         438         464          5
         439         464          9
         440          70          6
         440         179         58
         440         180          9
         440         214          8
         440         400          8
         440         414         22
         440         416          7
         440         423         11
         440         436          9
         440         481          9
         441          45          6
         441         157         21
         441         195         12
         441         227         14
         441         416         21
         441         436          9
         441         438         10
         441         441          9
         441         442         26
         441         443          8
         441         461         21
         441         464          8
         442         225         15
         442         273         37
         442         430         17
         442         446         75
         443          38         14
         443         236         11
         443         336         10
         443         421         23
         443         438         39
         443         461         16
         444         421          4
         446         393          7
         446         444          7
         447         223         41
         447         435         14
         447         445          6
         448         120         45
         448         243         23
         449         153         15
         450          59         98
         450         335         19
         450         444          3
         450         451         10
         450         488         37
         450         609         18
         451         157         16
         451         225         13
         451         436         12
         451         446         14
         451         468         16
         452          66         20
         452         178         14
         452         225         40
         452         264          6
         452         284         15
         452         393         22
         452         431         20
         452         440         16
         452         462         70
         452         463         20
         452         469         12
         452         487         31
         452         532         14
         452         604          9
         453         604          3
         454           7         21
         454          93          6
         454         109          5
         454         202         13
         454         236         10
         454         284          7
         454         394         11
         454         421         21
         454         438         28
         454         442         26
         454         456         21
         454         464          6
         455         223         14
         455         335         25
         455         442         23
         455         455         14
         455         463         15
         455         605          9
         456         189          5
         456         219         11
         456         438          9
         456         444         11
         456         452         95
         456         456         17
         456         463         13
         456         472         13
         457         435          9
         457         442         13
         457         456         12
         457         463         20
         458         237         12
         458         458         15
         458         464         36
         459          52         14
         459          66         17
         459         104          5
         459         227         12
         459         350         16
         459         436         12
         459         483         22
         460         469          3
         460         470         26
         460         482          5
         460         492         11
         460         499         17
         460         536         23
         460         592        135
         460         605         85
         461         438          7
         461         447          7
         461         463         56
         461         464          3
         461         596          8
         462         214          8
         462         235         13
         462         253         15
         462         463          4
         462         464          5
         463          67         25
         463         186         14
         463         225          6
         463         229          9
         463         230         21
         463         231         58
         463         236         11
         463         431          4
         463         463         19
         463         481         66
         464          66          4
         464         217          7
         464         225         23
         464         436         29
         464         438         42
         464         440         27
         464         469         25
         465          57          3
         465          75         26
         465         210         10
         465         284          9
         465         442         43
         465         462         35
         465         469         45
         465         564         31
         466         201          8
         466         235         16
         466         238          9
         466         421          4
         466         469          8
         467          99          4
         467         130          6
         467         236         68
         467         391         11
         467         429         17
         467         464          9
         467         467         26
         467         469         42
         467         484         98
         468          65         14
         468         165         11
         468         195          7
         468         225          6
         468         227          3
         468         236          3
         468         239         14
         468         464         10
         468         503          3
         469         149          8
         469         459         17
         469         469          8
         469         589         17
         470         231         21
         470         482         54
         470         609         27
         471         469         35
         471         601         15
         472         438          6
         472         469          3
         472         487          4
         473         491          5
         474         469          3
         474         480         24
         474         591         11
         475         444          6
         476           9         12
         476          37         34
         476         250         12
         476         463         34
         477          66          8
         477         465          4
         477         470         10
         477         588          7
         477         591         23
         478          64          8
         478         188         16
         478         225         22
         478         242         24
         478         482          4
         478         594          7
         479         464          6
         479         478         16
         479         604         19
         480         225         11
         480         231         38
         480         236         11
         480         481         15
         480         538         54
         480         594          8
         481          17         16
         481          66         35
         481         223          8
         481         234         32
         481         300         19
         481         469         97
         481         480         93
         481         586          8
         482         211        116
         482         261          8
         482         335         20
         482         443         61
         482         464         16
         482         468          9
         482         484         28
         482         487         20
         482         490         18
         482         556          7
         482         588          7
         482         591          7
         482         592          9
         483         484         20
         484          66         10
         484         217         14
         484         231         38
         484         235          5
         484         407         19
         484         461         15
         484         473         21
         484         484         22
         484         487         17
         484         594         18
         485          87         15
         485         223         85
         485         239         14
         485         484         19
         485         499         15
         485         504        110
         485         585         30
         486         246          6
         487         236         16
         487         242          7
         487         456         31
         487         487         11
         487         488          7
         487         490         22
         487         504         20
         487         511         11
         487         594         19
         487         595         11
         487         599         11
         488         227         14
         490         420          8
         490         490         27
         490         494          6
         490         497         47
         490         501         31
         490         503         34
         490         511         17
         490         528         84
         490         547         11
         490         581         12
         490         595         11
         490         599          6
         491         242         12
         491         490         19
         491         497          4
         491         501         24
         491         516         21
         491         560          4
         491         578          9
         491         579         19
         491         601         48
         491         605         21
         491         608         35
         491         616         18
         493         284          8
         493         542         12
         494          57         16
         494         552         21
         495         218         22
         495         499          7
         495         542          4
         495         552          4
         495         559          4
         495         562         19
         495         564          4
         495         569         10
         495         571         13
         496         490          8
         497         487         24
         497         490         47
         497         497        128
         497         511         26
         497         551          4
         497         552          4
         497         562          4
         497         579          8
         497         582          5
         497         587         40
         498         230         11
         498         487         15
         498         490         11
         498         499          7
         498         521         10
         498         559          8
         498         580         34
         499          45          3
         499         243          6
         499         497         45
         499         499          4
         499         501         20
         499         562          5
         499         613          9
         500         120         65
         500         487         22
         501         491         14
         501         511         12
         501         529          4
         501         603         10
         502          66         31
         502         239         13
         502         248         13
         502         511         16
         502         591          6
         502         593         11
         502         612         14
         503         230         13
         503         239          8
         503         421         39
         503         487         10
         503         492         13
         503         503         18
         503         505         13
         503         525        125
         503         532          5
         503         540          7
         503         591          4
         503         625          4
         504         157          4
         504         250          7
         504         260         80
         504         429          5
         504         436          8
         504         478        110
         504         497         14
         504         511         26
         505         225         31
         505         236          4
         505         242          4
         505         243         32
         505         464         33
         505         523          5
         505         528          5
         505         564          6
         505         594          5
         505         625          5
         506          15         24
         506         234         11
         506         240         12
         506         246          8
         506         484         17
         506         504         60
         506         529         15
         506         532         14
         506         534          8
         507          59         28
         507         212         10
         507         250          4
         507         264         10
         507         525         25
         507         530          6
         507         537         10
         507         538         23
         507         571         18
         507         603          8
         509         273          7
         510         487          7
         510         497          6
         510         499          6
         512         494          5
         512         499          4
         512         501          6
         512         511         23
         512         545         12
         512         603         41
         513         541          4
         513         593         12
         514          89         23
         514         495          7
         514         497          7
         514         523          4
         514         546         23
         514         552         24
         515         491          6
         515         512         11
         515         513          8
         515         550         26
         515         564         13
         516         275          4
         516         487          7
         516         490         88
         516         511         10
         516         561          4
         517         487         60
         517         524         75
         517         532         38
         517         542         52
         517         556         17
         517         591         17
         518         509         15
         518         516         11
         518         552         14
         518         560          7
         518         562          7
         518         579         26
         518         594          5
         519         529         69
         520         222         13
         520         511         48
         520         552         10
         521         490         31
         522         501          6
         522         541         10
         522         547          6
         523         480         40
         523         511         79
         524         490          6
         524         511         26
         524         542         15
         525         490         45
         525         525         29
         525         542         13
         526         221          9
         526         509          7
         527         552          9
         528          38         13
         528         223         30
         528         243          7
         528         244          5
         528         254          4
         528         263         10
         528         264         27
         528         314         10
         528         488         12
         528         507         32
         528         525        106
         528         537          4
         528         538         26
         528         625         25
         529         180         19
         529         529         19
         530         525         31
         531         243          9
         531         503         26
         531         529         45
         531         531         45
         531         542          5
         531         579          9
         532           2         30
         532         481         21
         532         487         51
         532         509         21
         532         511          7
         532         547         25
         533         501          5
         533         525         24
         534         609         10
         534         623         10
         535         309         13
         535         525         29
         535         528         16
         535         529         16
         535         542          9
         535         544          9
         535         546          6
         536          69          8
         536         254          7
         536         260         16
         536         281          8
         536         497          7
         536         525         12
         536         527         20
         536         534         33
         536         537         14
         536         538         12
         536         539         14
         536         542          7
         537         222         36
         537         239         10
         537         243         51
         537         251         16
         537         259         11
         537         467         21
         537         536          8
         537         542         11
         538           1         53
         538         250         28
         538         390         25
         538         395         28
         538         488         42
         538         529         16
         538         538          9
         538         542          7
         539           2         16
         539          17          5
         539         240         25
         539         245         16
         539         250         15
         539         259         16
         539         260         52
         539         266          5
         539         271          5
         539         272          8
         539         281          9
         539         445         54
         539         538         63
         539         540         32
         539         542         40
         539         625          5
         540           1          5
         540          69         10
         540         538         33
         540         539         15
         540         542         51
         540         546         33
         540         562         55
         540         625         21
         541          55          9
         541         252         19
         541         271         59
         541         523          9
         541         538          9
         541         540         33
         541         542         47
         542          17         10
         542          19          8
         542         250         42
         542         251          8
         542         265         28
         542         269         19
         542         421          9
         542         511          4
         542         525         23
         542         542         44
         542         543          8
         542         544          9
         542         546         11
         543         270         21
         543         487         11
         543         530         11
         543         552         44
         544         255         27
         544         269         15
         544         271          7
         544         487         27
         544         501          4
         544         509         45
         544         525         12
         544         537         20
         544         538          9
         544         539         26
         544         543         27
         544         545         19
         544         546         48
         544         552          4
         544         609          6
         545         231          6
         545         248         11
         545         532          8
         545         542         50
         545         545         17
         545         547          9
         545         552         48
         546         169         38
         546         250         19
         546         490         10
         546         492         10
         546         505         36
         546         519         26
         546         528          8
         546         529         11
         546         536         18
         546         538          8
         546         542         23
         546         547         14
         546         552          9
         546         564         13
         547         107          9
         547         490         25
         547         542          7
         547         603         11
         548         277         16
         548         543         52
         548         546         17
         549         490         21
         549         503         19
         549         532         33
         549         620         44
         550         497         28
         550         546         13
         550         556          6
         551         515         11
         551         546         23
         551         555         50
         551         561         11
         552          68         26
         552         272         26
         552         487          6
         552         568         30
         552         571          4
         552         573          3
         553         493         10
         553         549         10
         553         555         18
         554         191         17
         554         532         36
         554         549         28
         554         552         54
         554         558         16
         554         562         17
         554         564         25
         554         603         34
         555          70         17
         555          84         12
         555         356         13
         555         504         11
         555         521         10
         555         552         16
         555         554         59
         555         555         16
         555         562         13
         555         564         19
         555         592         12
         555         604         16
         555         610         48
         555         617         11
         556         609         52
         557           9         23
         557         515          8
         557         538          5
         557         546         11
         557         552         41
         557         571         56
         558         560         64
         558         625          7
         559          66          4
         559         286          9
         559         499         24
         559         503          5
         559         516         17
         559         521          7
         559         552         23
         559         559         16
         559         564          5
         560         495          9
         560         497          5
         560         546          8
         560         552         38
         560         554         29
         560         562         23
         560         589         29
         560         613         39
         561         528         32
         562         562         23
         562         616         30
         562         625         30
         563         487         54
         563         490         19
         563         495          5
         563         564         50
         563         570         23
         565         421         52
         565         487         21
         565         564          5
         565         613         29
         566          65         43
         566         564         35
         567         497         49
         568         211         21
         568         490          3
         568         546          8
         568         560         17
         568         564        127
         568         570         28
         568         573          6
         568         578          8
         568         594         29
         568         613         18
         569         200         41
         569         490         16
         569         502          9
         569         540          6
         569         546         14
         569         559         41
         569         560         13
         569         564         21
         569         570         51
         569         594         13
         569         620          8
         570          65          9
         570         552         30
         570         562         36
         570         570         20
         570         571         25
         570         576          4
         570         593          3
         570         617         11
         571         173          6
         571         254         12
         571         550          9
         571         555          5
         571         560         23
         571         562          5
         571         564         19
         571         569         49
         571         570        161
         571         571         17
         571         620          6
         571         625         10
         572         559          8
         572         560         29
         572         564         13
         572         567          6
         572         569         10
         572         570         10
         572         614         15
         573         552         17
         573         564         65
         573         570          8
         573         594          9
         573         625          9
         574         242          8
         574         284          7
         574         564         20
         575         429         50
         575         487          4
         575         559         20
         575         562         20
         575         569         19
         575         573         10
         575         620          5
         575         625         20
         577         491         22
         577         552         12
         577         566         49
         577         579          6
         578         499         20
         578         503         69
         578         603         72
         579         490         41
         579         552         43
         579         571         23
         579         579         59
         579         591          5
         579         605         13
         579         608         14
         579         609         10
         580         511          8
         581         490         31
         581         497          8
         582          81         67
         582         497         40
         582         502         51
         582         532         20
         582         591         33
         582         604         68
         583         503         23
         583         599         29
         584          65         18
         584         486         27
         584         534         18
         585          51         12
         585          89          4
         585         444         27
         585         480         28
         585         483          4
         585         490          4
         585         515          4
         585         529         10
         585         594         28
         586         487         14
         586         497         35
         586         588         91
         586         592          6
         586         595          7
         587         225         11
         587         231         38
         587         236         99
         587         239          6
         587         443         13
         587         490         27
         587         524          9
         587         529          9
         587         586          7
         587         588          6
         587         593         14
         587         595          7
         588         239          6
         588         448         10
         588         484          5
         588         521        111
         588         559          8
         588         587         22
         588         591         11
         588         601         35
         589         464         10
         590         394         15
         590         473          9
         590         511         11
         590         561          6
         590         588         18
         590         599         26
         590         603          5
         591         254         13
         591         504         36
         591         564         11
         591         583          7
         591         591         38
         591         594         11
         592           9         16
         592         448         16
         592         525         55
         592         588         55
         592         591         32
         592         592         23
         592         599         10
         592         602         14
         593         231          6
         593         484          4
         593         490         47
         593         512         14
         593         589          4
         593         592          5
         593         599         51
         594         240          7
         594         480         11
         594         487          5
         594         488          7
         594         532         11
         594         600          4
         595         236         11
         595         250          8
         595         481         14
         595         490         14
         595         542         14
         595         559          9
         595         578         13
         595         601         43
         595         605         12
         596           9         95
         596         230          4
         596         484          4
         596         532         11
         596         588          9
         596         591         10
         596         592         11
         596         594          7
         597         210         36
         597         464         16
         597         473          9
         597         490         11
         597         523         12
         597         594        106
         597         600          6
         597         603         13
         597         606         11
         598         591         37
         599         225         36
         599         487         57
         600          42         22
         600         308         16
         600         473         55
         600         487         13
         600         489         17
         600         542          4
         600         570          6
         600         591          7
         600         601        105
         600         603         15
         600         604          5
         600         608          4
         601         490         40
         601         497         56
         601         502          8
         601         591          6
         601         603         17
         602         269          6
         602         487          8
         602         591         11
         602         594          5
         602         599          7
         602         601         10
         602         608         14
         604         486         16
         605         608          5
         606         487         19
         606         492          4
         606         501          8
         606         546         32
         606         591          4
         606         594          4
         606         601          8
         606         608         36
         607         490         18
         607         591          6
         607         594          5
         607         608          4
         608         231         90
         608         591         34
         608         594         19
         608         601          9
         608         625         13
         609         599          6
         611         592         19
         613         495         18
         613         560         53
         613         579         19
         613         606         23
         613         618         18
         614         564          5
         615          69         34
         615         490          7
         616         600          6
         617         564          6
         617         576         54
         617         608          6
         617         609          6
         617         623         41
         618         605         23
         618         616         68
         618         617         40
         619         490         26
         620         591          6
         620         613        134
         621         487        228
         621         488          6
         621         499          6
         621         605         11
         621         613          6
         621         620         33
         622         490          6
         622         620          6
         622         625         10
         624         231         16
         624         624         84
        1002         620         19
        1028         571          8
        1030          63         19
        1030         474         11
        1034         552         19
        1034         564         29
        1034         609         53
        1035         490         14
        1036         564         10
        1036         625         15
        1037         345          7
        1037         487         12
        1037         529          5
        1038          66         19
        1038         499         19
        1038         572         48
        1039         532         18
        1039         562         14
        1040          93         12
        1040         300         10
        1041         564         10
        1043         562          9
        1045         625          6
        1046          55         13
        1046         260          7
        1046         531          5
        1046         562         27
        1046         564         11
        1046         578         64
        1047         571         20
        1048         623        129
        1049         551          5
        1049         625          4
        1050         246         13
        1050         309         14
        1050         562         17
        1050         594          4
        1060         564          6
        1060         591         43
        1061          66          8
        1061         598          9
        1061         609         20
        1063          45         46
        1074         356         31
        1074         625          9
        1075         490          4
        1075         556         46
        1075         571          6
        1075         625          9
        1076         251          8
        1083         552         22
        1085         571          6
        1085         599         57
        1093         212         10
        1095         571         35
        1095         625         36
        1096         158          5
        1096         260         13
        1096         487         75
        1096         625          6
        1097         268         11
        1097         623         48
        1106          85          7
        1106         443          8
        1106         609         29
        1107         609         24
        1115          75         18
        1122          63         18
        1125         577         45
        1127         560         60
        1133          37          5
        1135         270         14
        1137         611         29
        1140         243         19
        1152          66          9
        1180         395        105
        1181         625         49
        1182         252         33
        1188         529         20
        1190         557         57
        1190         564          5
        1192         525          8
        1197         463          7
        1200          66         19
        1201         226         10
        1202          33         14
        1220         104         46
        1233         293         12
        1238         542         24
        1243          86         25
        1256         623         21
        1261          63         13
        1306         391         62
        1318         487          9
        1328         255         38
        2005         378         73
        2022          48         28
        2023          59         24
        2024         407         17
        2025         360         53
        2025         393         13
        2027         402         24
        2030         384         41
        2031           2         13
        2034         222         53
        2042         137          6
        2042         229         33
        2044          85         10
        2053          65         17
        2053          86         23
        2053         391         34
        2055         135         24
        2055         355         28
        2057         153         23
        2057         360         38
        2057         394         30
        2060         356         12
        2060         416          8
        2061         107         56
        2062         525         22
        2066         487         99
        2069         236          4
        2071         132         27
        2072         391         18
        2078          59         23
        2080         108          5
        2080         230         37
        2081         153          6
        2081         421         35
        2081         608         23
        2085         421          5
        2095          15         19
        2096         439         14
        2098         408         31
        2100         240         52
        2100         361         32
        2101         391         28
        2101         473          4
        2107         391         35
        2107         535         10
        2108          66         12
        2109         391         19
        2110          59         14
        2110         444         35
        2117          64          6
        2118         239          4
        2121         226          7
        2121         378         13
        2121         416        124
        2122         142         14
        2122         211         21
        2122         393         66
        2122         431         33
        2122         435         11
        2122         438          9
        2122         446          6
        2122         452         25
        2123         393         59
        2123         444         12
        2123         464         13
        2124         430         26
        2125          59         13
        2125          68         23
        2125         254         23
        2125         318          5
        2125         378         82
        2125         421          6
        2127         393         30
        2127         421         49
        2128         165         14
        2129         196         15
        2129         447         19
        2130         223         16
        2132         388         31
        2133         356         38
        2133         433         40
        2133         591         17
        2133         595         14
        2134         391         58
        2135          58         55
        2135         402         14
        2135         482         11
        2136         432          6
        2139         223         12
        2139         430         17
        2139         464         27
        2141          37         21
        2141         129         17
        2141         230         38
        2141         428         13
        2141         431          9
        2141         440         11
        2141         444         37
        2142          72         27
        2142         196          3
        2142         392         26
        2142         444         21
        2142         481         43
        2142         599         22
        2143         394         11
        2143         460         11
        2144         101         15
        2202          64         15
        2202         195         11
        2205         392         13
        2206         214          7
        2206         393         40
        2206         452          4
        2206         524         12
        2207         254         28
        2208         421         62
        2209         421         16
        2210          65         35
        2210         481          5
        2214         284          6
        2215         421         11
